capital = 378
set_research_slots = 4
set_convoys = 100
set_stability = 0.5
set_war_support = 0.5

USA_starting_techs = yes
USA_starting_tank_variants = yes
USA_starting_naval_variants = yes
USA_starting_plane_variants = yes

set_politics = {
	ruling_party = market_liberal
	last_election = "1936.11.05"
	election_frequency = 48
	elections_allowed = yes
}

set_popularities = {
	totalist = 2
	syndicalist = 3
	radical_socialist = 4
	social_democrat = 14
	social_liberal = 19
	market_liberal = 34
	social_conservative = 13
	authoritarian_democrat = 6
	paternal_autocrat = 0
	national_populist = 5
}

add_ai_strategy = {
	type = ignore_claim
	id = "USA"
	value = 1
}
add_ai_strategy = {
	type = ignore_claim
	id = "WCA"
	value = 1
}
add_ai_strategy = {
	type = ignore_claim
	id = "APG"
	value = 1
}
add_ai_strategy = {
	type = ignore_claim
	id = "NEE"
	value = 1
}

### Dummy Leaders ###
create_country_leader = {
	name = WCA_earl_browder
	picture = GFX_portrait_WCA_earl_browder_civilian_large
	ideology = totalist_subtype
}
create_country_leader = {
	name = WCA_elizabeth_gurley_flynn
	picture = GFX_portrait_WCA_elizabeth_gurley_flynn_civilian_large
	ideology = syndicalist_subtype
	female = yes
}
create_country_leader = {
	name = NEE_arnold_petersen
	picture = GFX_Portrait_Europe_Generic_new_12
	ideology = radical_socialist_subtype
}
create_country_leader = {
	name = APG_martin_dies_jr
	picture = GFX_portrait_APG_martin_dies_jr_civilian_large
	ideology = authoritarian_democrat_subtype
	traits = { APG_paranoid_anti_socialist }
}
create_country_leader = {
	name = USA_douglas_macarthur
	picture = GFX_portrait_USA_douglas_macarthur_army_large
	ideology = paternal_autocrat_subtype
}
create_country_leader = {
	name = APG_charles_lindbergh
	picture = GFX_portrait_APG_charles_lindbergh_civilian_large
	ideology = national_populist_subtype
}

### Country Leaders ###
recruit_character = ACC_bronson_cutting
recruit_character = ACC_philip_la_follette
recruit_character = ACC_glen_h_taylor
recruit_character = ACC_hiram_johnson
recruit_character = ACC_sheridan_downey
recruit_character = ACC_clarence_martin
recruit_character = ACC_warren_magnuson
recruit_character = ACC_frank_merriam
recruit_character = ACC_charles_l_mcnary
recruit_character = ACC_arthur_langlie
recruit_character = ACC_earl_warren
recruit_character = ACC_harry_p_cain
recruit_character = ACC_william_knowland
recruit_character = ACC_edwin_c_johnson

### Second in Command ###
recruit_character = ACC_united_states_congress
activate_advisor = ACC_united_states_congress_sic

### Advisors ###
recruit_character = ACC_ng_poon_chew
recruit_character = ACC_leland_m_ford
recruit_character = ACC_orson_welles
recruit_character = ACC_harvey_arthur_van_norman
recruit_character = ACC_hugh_s_johnson
recruit_character = ACC_harold_l_ickes
recruit_character = ACC_william_f_friedman
recruit_character = ACC_herbert_yardley
recruit_character = ACC_upton_sinclair

### Theorists ###
recruit_character = ACC_holland_smith
recruit_character = ACC_william_h_rupertus

### Generals ###
recruit_character = ACC_george_c_marshall
recruit_character = ACC_john_l_dewitt
recruit_character = ACC_henry_h_arnold
recruit_character = ACC_alexander_patch
recruit_character = ACC_lewis_h_brereton
recruit_character = ACC_isaac_d_white
recruit_character = ACC_albert_coady_wedemeyer
recruit_character = ACC_alexander_vandegrift
recruit_character = ACC_george_windle_read_jr
recruit_character = ACC_jimmy_doolittle
recruit_character = ACC_herbert_b_powell

### Admirals ###
recruit_character = ACC_william_d_leahy
recruit_character = ACC_chester_w_nimitz
recruit_character = ACC_ernest_j_king
recruit_character = ACC_harry_w_hill
recruit_character = ACC_felix_stump
recruit_character = ACC_harvey_overesch
recruit_character = ACC_james_h_doyle

### Military Staff ###
recruit_character = ACC_george_price_hays
recruit_character = ACC_joseph_m_reeves
recruit_character = ACC_charles_a_lockwood
recruit_character = ACC_oscar_westover

### Scientists ###
recruit_character = ACC_andrew_mckee
recruit_character = ACC_edward_c_wells
recruit_character = ACC_edwin_mcmillan
recruit_character = ACC_ernest_lawrence
recruit_character = ACC_paul_pigott

### Character Setup ###
ACC_george_c_marshall = { set_nationality = USA }
ACC_john_l_dewitt = { set_nationality = USA }
ACC_henry_h_arnold = { set_nationality = USA }
ACC_william_d_leahy = { set_nationality = USA }
ACC_chester_w_nimitz = { set_nationality = USA }
ACC_ernest_j_king = { set_nationality = USA }

ACC_andrew_mckee = { set_nationality = USA }
ACC_edward_c_wells = { set_nationality = USA }
ACC_edwin_mcmillan = { set_nationality = USA }
ACC_ernest_lawrence = { set_nationality = USA }
ACC_paul_pigott = { set_nationality = USA }

ACC_harry_w_hill = { retire = yes }
ACC_felix_stump = { retire = yes }
ACC_harvey_overesch = { retire = yes }
ACC_james_h_doyle = { retire = yes }

### Templates ###
division_template = {
	name = "Infantry Division"
	division_names_group = USA_INF_01
	regiments = {
		infantry = { x = 0 y = 0 }
		infantry = { x = 0 y = 1 }
		infantry = { x = 0 y = 2 }
		infantry = { x = 1 y = 0 }
		infantry = { x = 1 y = 1 }
		infantry = { x = 1 y = 2 }
		infantry = { x = 2 y = 0 }
		infantry = { x = 2 y = 1 }
		infantry = { x = 2 y = 2 }
	}
	support = {
		artillery = { x = 0 y = 0 }
		engineer = { x = 0 y = 1 }
	}
	template_counter = 6
}
division_template = {
	name = "National Guard Infantry Division"
	division_names_group = USA_GAR_01
	regiments = {
		infantry = { x = 0 y = 0 }
		infantry = { x = 0 y = 1 }
		infantry = { x = 0 y = 2 }
		infantry = { x = 1 y = 0 }
		infantry = { x = 1 y = 1 }
		infantry = { x = 1 y = 2 }
		infantry = { x = 2 y = 0 }
		infantry = { x = 2 y = 1 }
		infantry = { x = 2 y = 2 }
	}
	support = {
		artillery = { x = 0 y = 0 }
	}
	template_counter = 68
}
division_template = {
	name = "Cavalry Division"
	division_names_group = USA_CAV_01
	regiments = {
		cavalry = { x = 0 y = 0 }
		cavalry = { x = 0 y = 1 }
		cavalry = { x = 0 y = 2 }
		cavalry = { x = 1 y = 0 }
		cavalry = { x = 1 y = 1 }
		cavalry = { x = 1 y = 2 }
		cavalry = { x = 2 y = 0 }
		cavalry = { x = 2 y = 1 }
		cavalry = { x = 2 y = 2 }
	}
	support = {
		light_tank_recon = { x = 0 y = 0 }
		engineer = { x = 0 y = 1 }
	}
}
division_template = {
	name = "National Guard Cavalry Division"
	division_names_group = USA_CAV_01
	regiments = {
		cavalry = { x = 0 y = 0 }
		cavalry = { x = 0 y = 1 }
		cavalry = { x = 0 y = 2 }
		cavalry = { x = 0 y = 3 }
		cavalry = { x = 1 y = 0 }
		cavalry = { x = 1 y = 1 }
		cavalry = { x = 1 y = 2 }
		cavalry = { x = 1 y = 3 }
	}
}
division_template = {
	name = "Armored Cavalry Division"
	division_names_group = USA_ARM_01
	regiments = {
		motorized = { x = 0 y = 0 }
		motorized = { x = 0 y = 1 }
		motorized = { x = 0 y = 2 }
		mot_artillery_brigade = { x = 1 y = 0 }
		mot_artillery_brigade = { x = 1 y = 1 }
		mot_artillery_brigade = { x = 1 y = 2 }
		light_armor = { x = 2 y = 0 }
		light_armor = { x = 2 y = 1 }
		light_armor = { x = 2 y = 2 }
	}
	priority = 2
}
division_template = {
	name = "Marine Division"
	division_names_group = USA_MAR_01
	regiments = {
		marine = { x = 0 y = 0 }
		marine = { x = 0 y = 1 }
		marine = { x = 0 y = 2 }
		marine = { x = 1 y = 0 }
	}
	support = {
		engineer = { x = 0 y = 0 }
	}
	priority = 2
}
